No,デッキ,デッキ内番号,ファイル名,表示語句(front),収録テキスト,読み(参考),意味(参考)
1,Genki I 単語 ①,1,genki1-vocab-1_001.mp3,おはよう,おはよう,ohayou,Good morning (casual)
2,Genki I 単語 ①,2,genki1-vocab-1_002.mp3,おはようございます,おはようございます,ohayou gozaimasu,Good morning (polite)
3,Genki I 単語 ①,3,genki1-vocab-1_003.mp3,こんにちは,こんにちは,kon nichi wa,Hello
4,Genki I 単語 ①,4,genki1-vocab-1_004.mp3,こんばんは,こんばんは,kon ban wa,Good evening
5,Genki I 単語 ①,5,genki1-vocab-1_005.mp3,さようなら,さようなら,sayounara,good-bye (formal)
6,Genki I 単語 ①,6,genki1-vocab-1_006.mp3,じゃあ、また (ね),じゃあ、また,jaa mata (ne),See you.
7,Genki I 単語 ①,7,genki1-vocab-1_007.mp3,おやすみ,おやすみ,oyasumi,good night (casual)
8,Genki I 単語 ①,8,genki1-vocab-1_008.mp3,おやすみなさい,おやすみなさい,oyasumi nasai,Good night (polite)
9,Genki I 単語 ①,9,genki1-vocab-1_009.mp3,ありがとう,ありがとう,arigatou,Thank you (casual)
10,Genki I 単語 ①,10,genki1-vocab-1_010.mp3,ありがとうございます,ありがとうございます,arigatou gozaimasu,Thank you (polite)
11,Genki I 単語 ①,11,genki1-vocab-1_011.mp3,すみません,すみません,sumimasen,"sorry, excuse me, (thank you)"
12,Genki I 単語 ①,12,genki1-vocab-1_012.mp3,はい,はい,hai,Yes
13,Genki I 単語 ①,13,genki1-vocab-1_013.mp3,いいえ,いいえ,iie,No
14,Genki I 単語 ①,14,genki1-vocab-1_014.mp3,はじめまして,はじめまして,hajimemashite,Nice to meet you
15,Genki I 単語 ①,15,genki1-vocab-1_015.mp3,いただきます,いただきます,itadakimasu,Thank you for the meal (before eating)
16,Genki I 単語 ①,16,genki1-vocab-1_016.mp3,ごちそうさまでした,ごちそうさまでした,gochisou sama deshita,Thank you for the meal (after eating)
17,Genki I 単語 ①,17,genki1-vocab-1_017.mp3,いってきます,いってきます,ittekimasu,I'm off.
18,Genki I 単語 ①,18,genki1-vocab-1_018.mp3,いってらっしゃい,いってらっしゃい,itterasshai,Have a nice day.
19,Genki I 単語 ①,19,genki1-vocab-1_019.mp3,ただいま,ただいま,tadaima,I'm home
20,Genki I 単語 ①,20,genki1-vocab-1_020.mp3,おかえりなさい,おかえりなさい,okaerinasai,Welcome back home
21,Genki I 単語 ①,21,genki1-vocab-1_021.mp3,だいがく,だいがく,daigaku,university; college
22,Genki I 単語 ①,22,genki1-vocab-1_022.mp3,こうこう,こうこう,koukou,high school
23,Genki I 単語 ①,23,genki1-vocab-1_023.mp3,わたしは、がくせいです。,わたしは、がくせいです。,watashi wa gakusei desu,I am a student.
24,Genki I 単語 ①,24,genki1-vocab-1_024.mp3,りゅうがくせい,りゅうがくせい,ryuugakusei,international students
25,Genki I 単語 ①,25,genki1-vocab-1_025.mp3,せんせい,せんせい,sensei,"teacher, professor"
26,Genki I 単語 ①,26,genki1-vocab-1_026.mp3,１ねんせい,１ねんせい,ichi nen sei,first-year student
27,Genki I 単語 ①,27,genki1-vocab-1_027.mp3,せんこう,せんこう,senkou,major
28,Genki I 単語 ①,28,genki1-vocab-1_028.mp3,わたしの ともだち,わたしの ともだち,watashi no tomodachi,my friends
29,Genki I 単語 ①,29,genki1-vocab-1_029.mp3,たなかさん,たなかさん,Tanaka san,Mr./Ms. Tanaka
30,Genki I 単語 ①,30,genki1-vocab-1_030.mp3,にほんじん,にほんじん,nihon jin,Japanese people
31,Genki I 単語 ①,31,genki1-vocab-1_031.mp3,いま なんじ ですか？,いま なんじ ですか？,ima nan ji desu ka?,What time is it now?
32,Genki I 単語 ①,32,genki1-vocab-1_032.mp3,ごぜん,ごぜん,gozen,a.m.
33,Genki I 単語 ①,33,genki1-vocab-1_033.mp3,ごご,ごご,gogo,p.m.
34,Genki I 単語 ①,34,genki1-vocab-1_034.mp3,３じ５ふん,３じ５ふん,san ji go hun,3:05
35,Genki I 単語 ①,35,genki1-vocab-1_035.mp3,にほんご,にほんご,nihongo,Japanese language
36,Genki I 単語 ①,36,genki1-vocab-1_036.mp3,２じはん,２じはん,nijihan,half past two
37,Genki I 単語 ①,37,genki1-vocab-1_037.mp3,３さい,３さい,san sai,3 years old
38,Genki I 単語 ①,38,genki1-vocab-1_038.mp3,はたち,はたち,hatachi,20 years old
39,Genki I 単語 ①,39,genki1-vocab-1_039.mp3,１ばん,１ばん,ichi ban,Number 1
40,Genki I 単語 ①,40,genki1-vocab-1_040.mp3,ばんごう,ばんごう,ban gou,number
41,Genki I 単語 ①,41,genki1-vocab-1_041.mp3,なまえは、なんですか？,なまえは、なんですか？,namae wa nan desu ka,What is your name
42,Genki I 単語 ①,42,genki1-vocab-1_042.mp3,なん/なに,なん/なに,nan/nani,what
43,Genki I 単語 ①,43,genki1-vocab-1_043.mp3,あのう/えっと/そうですね....,あのう/えっと/そうですね....,anou/etto/soudesune...,um...
44,Genki I 単語 ①,44,genki1-vocab-1_044.mp3,そうです,そうです,soudesu,That's right.
45,Genki I 単語 ①,45,genki1-vocab-1_045.mp3,そうですか,そうですか,soudesuka,I see/ Is that so?
46,Genki I 単語 ①,46,genki1-vocab-1_046.mp3,イギリス,イギリス,igirisu,Britain
47,Genki I 単語 ①,47,genki1-vocab-1_047.mp3,オーストラリア,オーストラリア,oosutoraria,Australia
48,Genki I 単語 ①,48,genki1-vocab-1_048.mp3,かんこく,かんこく,kankoku,"Korea, South"
49,Genki I 単語 ①,49,genki1-vocab-1_049.mp3,カナダ,カナダ,kanada,Canada
50,Genki I 単語 ①,50,genki1-vocab-1_050.mp3,アメリカ,アメリカ,amerika,America (USA)
51,Genki I 単語 ①,51,genki1-vocab-1_051.mp3,ちゅうごく,ちゅうごく,chuugoku,China
52,Genki I 単語 ①,52,genki1-vocab-1_052.mp3,インド,インド,indo,India
53,Genki I 単語 ①,53,genki1-vocab-1_053.mp3,エジプト,エジプト,ejiputo,Egypt
54,Genki I 単語 ①,54,genki1-vocab-1_054.mp3,フィリピン,フィリピン,firipin,Philippines
55,Genki I 単語 ①,55,genki1-vocab-1_055.mp3,アジアけんきゅう,アジアけんきゅう,azia kenkyuu,Asian studies
56,Genki I 単語 ①,56,genki1-vocab-1_056.mp3,こうがく,こうがく,kougaku,engineering
57,Genki I 単語 ①,57,genki1-vocab-1_057.mp3,けいざい,けいざい,keizai,economics
58,Genki I 単語 ①,58,genki1-vocab-1_058.mp3,こくさいかんけい,こくさいかんけい,kokusai kankei,international relations
59,Genki I 単語 ①,59,genki1-vocab-1_059.mp3,コンピューター,コンピューター,konpyuutaa,computer
60,Genki I 単語 ①,60,genki1-vocab-1_060.mp3,せいじ,せいじ,seiji,politics
61,Genki I 単語 ①,61,genki1-vocab-1_061.mp3,せいぶつがく,せいぶつがく,seibutsugaku,biology
62,Genki I 単語 ①,62,genki1-vocab-1_062.mp3,ビジネス,ビジネス,bizinesu,business
63,Genki I 単語 ①,63,genki1-vocab-1_063.mp3,ぶんがく,ぶんがく,bungaku,literature
64,Genki I 単語 ①,64,genki1-vocab-1_064.mp3,れきし,れきし,rekishi,history
65,Genki I 単語 ①,65,genki1-vocab-1_065.mp3,いしゃ,いしゃ,isha,doctor
66,Genki I 単語 ①,66,genki1-vocab-1_066.mp3,かいしゃいん,かいしゃいん,kaishain,office worker
67,Genki I 単語 ①,67,genki1-vocab-1_067.mp3,かんごし,かんごし,kangoshi,nurse
68,Genki I 単語 ①,68,genki1-vocab-1_068.mp3,こうこうせい,こうこうせい,koukousei,high school student
69,Genki I 単語 ①,69,genki1-vocab-1_069.mp3,しゅふ,しゅふ,shu hu,house wife
70,Genki I 単語 ①,70,genki1-vocab-1_070.mp3,だいがくいんせい,だいがくいんせい,daigakuin sei,graduate student
71,Genki I 単語 ①,71,genki1-vocab-1_071.mp3,べんごし,べんごし,bengoshi,lawyer
72,Genki I 単語 ①,72,genki1-vocab-1_072.mp3,おかあさん,おかあさん,okaasan,mother
73,Genki I 単語 ①,73,genki1-vocab-1_073.mp3,おとうさん,おとうさん,otousan,father
74,Genki I 単語 ①,74,genki1-vocab-1_074.mp3,おねえさん,おねえさん,oneesan,older sister
75,Genki I 単語 ①,75,genki1-vocab-1_075.mp3,おにいさん,おにいさん,oniisan,older brother
76,Genki I 単語 ①,76,genki1-vocab-1_076.mp3,いもうと,いもうと,imouto,younger sister
77,Genki I 単語 ①,77,genki1-vocab-1_077.mp3,おとうと,おとうと,otouto,younger brother
78,Genki I 単語 ①,78,genki1-vocab-1_078.mp3,これ/それ/あれ/どれ,これ/それ/あれ/どれ,kore/sore/are/dore,this one/that one/ that one (over there)/ which one
79,Genki I 単語 ①,79,genki1-vocab-1_079.mp3,この/その/あの/どの,この/その/あの/どの,kono/ sono/ ano/ dono,this.../that.../that....(over there)/which...+noun
80,Genki I 単語 ①,80,genki1-vocab-1_080.mp3,これは、ぺんです。,これは、ぺんです。,kore wa pen desu,This is a pen.
81,Genki I 単語 ①,81,genki1-vocab-1_081.mp3,このぺんは、いいです。,このぺんは、いいです。,kono pen wa iidesu.,This pen is good.
82,Genki I 単語 ①,82,genki1-vocab-1_082.mp3,ここ/そこ/あそこ/どこ,ここ/そこ/あそこ/どこ,koko/soko/asoko/doko,here/there/over there/where
83,Genki I 単語 ①,83,genki1-vocab-1_083.mp3,だれ,だれ,dare,who
84,Genki I 単語 ①,84,genki1-vocab-1_084.mp3,おいしい,おいしい,oishii,delicious
85,Genki I 単語 ①,85,genki1-vocab-1_085.mp3,さかな,さかな,sakana,fish
86,Genki I 単語 ①,86,genki1-vocab-1_086.mp3,とんかつ,とんかつ,tonkatsu,pork cutlet
87,Genki I 単語 ①,87,genki1-vocab-1_087.mp3,にく,にく,niku,meat
88,Genki I 単語 ①,88,genki1-vocab-1_088.mp3,メニュー,メニュー,menuu,menu
89,Genki I 単語 ①,89,genki1-vocab-1_089.mp3,やさい,やさい,yasai,vegetable
90,Genki I 単語 ①,90,genki1-vocab-1_090.mp3,かさ,かさ,kasa,umbrella
91,Genki I 単語 ①,91,genki1-vocab-1_091.mp3,かばん,かばん,kaban,bag
92,Genki I 単語 ①,92,genki1-vocab-1_092.mp3,くつ,くつ,kutsu,shoes
93,Genki I 単語 ①,93,genki1-vocab-1_093.mp3,さいふ,さいふ,saihu,wallet
94,Genki I 単語 ①,94,genki1-vocab-1_094.mp3,ジーンズ,ジーンズ,jiinzu,jeans
95,Genki I 単語 ①,95,genki1-vocab-1_095.mp3,じてんしゃ,じてんしゃ,jitensha,bicycle
96,Genki I 単語 ①,96,genki1-vocab-1_096.mp3,しんぶん,しんぶん,shinbun,newspaper
97,Genki I 単語 ①,97,genki1-vocab-1_097.mp3,スマホ,スマホ,sumaho,sumaho from smart phone; mobile phone
98,Genki I 単語 ①,98,genki1-vocab-1_098.mp3,Tシャツ,Tシャツ,T shatsu,t-shirt
99,Genki I 単語 ①,99,genki1-vocab-1_099.mp3,とけい,とけい,tokei,"watch, clock"
100,Genki I 単語 ①,100,genki1-vocab-1_100.mp3,ノート,ノート,nooto,notebook
101,Genki I 単語 ①,101,genki1-vocab-1_101.mp3,ペン,ペン,pen,pen
102,Genki I 単語 ①,102,genki1-vocab-1_102.mp3,ぼうし,ぼうし,boushi,"hat, cap"
103,Genki I 単語 ①,103,genki1-vocab-1_103.mp3,ほん,ほん,hon,book
104,Genki I 単語 ①,104,genki1-vocab-1_104.mp3,ぎんこう,ぎんこう,ginkou,bank
105,Genki I 単語 ①,105,genki1-vocab-1_105.mp3,コンビニ,コンビニ,konbini,convenience store
106,Genki I 単語 ①,106,genki1-vocab-1_106.mp3,トイレ,トイレ,toire,"toilet, restroom"
107,Genki I 単語 ①,107,genki1-vocab-1_107.mp3,としょかん,としょかん,toshokan,library
108,Genki I 単語 ①,108,genki1-vocab-1_108.mp3,ゆうびんきょく,ゆうびんきょく,yuubinkyoku,post office
109,Genki I 単語 ①,109,genki1-vocab-1_109.mp3,いくらですか？,いくらですか？,ikura desu ka,How much is it?
110,Genki I 単語 ①,110,genki1-vocab-1_110.mp3,なんえんですか？,なんえんですか？,nan en desu ka,How much yen is it?
111,Genki I 単語 ①,111,genki1-vocab-1_111.mp3,やすい,やすい,yasui,cheap
112,Genki I 単語 ①,112,genki1-vocab-1_112.mp3,たかい,たかい,takai,expensive
113,Genki I 単語 ①,113,genki1-vocab-1_113.mp3,いらっしゃいませ,いらっしゃいませ,irasshaimase,Welcome (to our store)
114,Genki I 単語 ①,114,genki1-vocab-1_114.mp3,おねがいします,おねがいします,onegaishimasu,please
115,Genki I 単語 ①,115,genki1-vocab-1_115.mp3,ください,ください,kudasai,Please give me.../ please
116,Genki I 単語 ①,116,genki1-vocab-1_116.mp3,じゃあ,じゃあ,jaa,then
117,Genki I 単語 ①,117,genki1-vocab-1_117.mp3,どうぞ,どうぞ,douzo,Please.; Here it is.
118,Genki I 単語 ①,118,genki1-vocab-1_118.mp3,どうも,どうも,doumo,thanks
119,Genki I 単語 ①,119,genki1-vocab-1_119.mp3,わたしも,わたしも,watashi mo,me too/me neither
120,Genki I 単語 ①,120,genki1-vocab-1_120.mp3,これも おいしいです。,これも おいしいです。,kore mo oishii desu,This is also tasty.
121,Genki I 単語 ①,121,genki1-vocab-1_121.mp3,これは ぺんじゃないです。,これは ぺんじゃないです。,kore wa pen janai desu,This is not a pen.
122,Genki I 単語 ①,122,genki1-vocab-1_122.mp3,じゃないです/じゃありません/ではありません,じゃないです/じゃありません/ではありません,janaidesu/jaarimasen/ dewa arimasen,"is not, are not"
123,Genki I 単語 ①,123,genki1-vocab-1_123.mp3,カーテン,カーテン,kaaten,curtain
124,Genki I 単語 ①,124,genki1-vocab-1_124.mp3,でんき,でんき,denki,"electricity, light"
125,Genki I 単語 ①,125,genki1-vocab-1_125.mp3,ドア,ドア,doa,door
126,Genki I 単語 ①,126,genki1-vocab-1_126.mp3,じしょ,じしょ,jisho,dictionary
127,Genki I 単語 ①,127,genki1-vocab-1_127.mp3,まど,まど,mado,window
128,Genki I 単語 ①,128,genki1-vocab-1_128.mp3,えんぴつ,えんぴつ,enpitsu,pencil
129,Genki I 単語 ①,129,genki1-vocab-1_129.mp3,こくばん,こくばん,kokuban,blackboard
130,Genki I 単語 ①,130,genki1-vocab-1_130.mp3,つくえ,つくえ,tsukue,desk
131,Genki I 単語 ①,131,genki1-vocab-1_131.mp3,けしゴム,けしゴム,keshi gomu,eraser
132,Genki I 単語 ①,132,genki1-vocab-1_132.mp3,わかりました,わかりました,wakari mashita,I understand
133,Genki I 単語 ①,133,genki1-vocab-1_133.mp3,わかりません,わかりません,wakari masen,I don't understand
134,Genki I 単語 ①,134,genki1-vocab-1_134.mp3,ゆっくりいってください,ゆっくりいってください,yukkuri itte kudasai,Please say it slowly
135,Genki I 単語 ①,135,genki1-vocab-1_135.mp3,もういちど いってください,もういちど いってください,mouichido itte kudasai,Please say it again.
136,Genki I 単語 ①,136,genki1-vocab-1_136.mp3,ちょっとまってください,ちょっとまってください,chotto matte kudasai,Please wait a moment
137,Genki I 単語 ①,137,genki1-vocab-1_137.mp3,きいてください,きいてください,kiitekudasai,Please listen./Please ask.
138,Genki I 単語 ①,138,genki1-vocab-1_138.mp3,10ページをみてください,10ページをみてください,juppeeji wo mitekudasai,Please look at page 10.
139,Genki I 単語 ①,139,genki1-vocab-1_139.mp3,えいがをみる,えいがをみる,eiga wo miru,watch movies
140,Genki I 単語 ①,140,genki1-vocab-1_140.mp3,おんがくをきく,おんがくをきく,ongaku wo kiku,listen to music
141,Genki I 単語 ①,141,genki1-vocab-1_141.mp3,ざっし,ざっし,zasshi,magazine
142,Genki I 単語 ①,142,genki1-vocab-1_142.mp3,スポーツ,スポーツ,supootsu,sports
143,Genki I 単語 ①,143,genki1-vocab-1_143.mp3,デート,デート,deeto,"date (romantic, not calendar)"
144,Genki I 単語 ①,144,genki1-vocab-1_144.mp3,テニス,テニス,tenisu,tennis
145,Genki I 単語 ①,145,genki1-vocab-1_145.mp3,テレビ,テレビ,terebi,TV
146,Genki I 単語 ①,146,genki1-vocab-1_146.mp3,アイスクリーム/アイス,アイスクリーム/アイス,aisu kuriimu/ aisu,ice cream
147,Genki I 単語 ①,147,genki1-vocab-1_147.mp3,ハンバーガー,ハンバーガー,hanbaagaa,hamburger
148,Genki I 単語 ①,148,genki1-vocab-1_148.mp3,おさけ,おさけ,osake,sake; alcohol
149,Genki I 単語 ①,149,genki1-vocab-1_149.mp3,おちゃ,おちゃ,ocha,green tea
150,Genki I 単語 ①,150,genki1-vocab-1_150.mp3,コーヒー,コーヒー,koohii,coffee
151,Genki I 単語 ①,151,genki1-vocab-1_151.mp3,みず,みず,mizu,water
152,Genki I 単語 ①,152,genki1-vocab-1_152.mp3,あさごはん/ひるごはん/よるごはん,あさごはん/ひるごはん/よるごはん,asagohan/hirugohan/yorugohan,breakfast/lunch/dinner
153,Genki I 単語 ①,153,genki1-vocab-1_153.mp3,ごはん,ごはん,gohan,(cooked) rice; meal
154,Genki I 単語 ①,154,genki1-vocab-1_154.mp3,いえ (家),いえ,ie,house
155,Genki I 単語 ①,155,genki1-vocab-1_155.mp3,うち,うち,uchi,home; house; my place
156,Genki I 単語 ①,156,genki1-vocab-1_156.mp3,がっこう,がっこう,gakkou,school
157,Genki I 単語 ①,157,genki1-vocab-1_157.mp3,カフェ,カフェ,kafe,cafe
158,Genki I 単語 ①,158,genki1-vocab-1_158.mp3,きのう/きょう/あした,きのう/きょう/あした,kinou/kyou/ashita,yesterday/today/tomorrow
159,Genki I 単語 ①,159,genki1-vocab-1_159.mp3,こんばん,こんばん,konban,tonight
160,Genki I 単語 ①,160,genki1-vocab-1_160.mp3,まいにち,まいにち,mainichi,every day
161,Genki I 単語 ①,161,genki1-vocab-1_161.mp3,まいばん,まいばん,maiban,every night
162,Genki I 単語 ①,162,genki1-vocab-1_162.mp3,しゅうまつ,しゅうまつ,shuumatsu,weekend
163,Genki I 単語 ①,163,genki1-vocab-1_163.mp3,どようび,どようび,doyoubi,Saturday
164,Genki I 単語 ①,164,genki1-vocab-1_164.mp3,なんようびですか,なんようびですか,nan youbi desu ka,What day is it?
165,Genki I 単語 ①,165,genki1-vocab-1_165.mp3,ようび,ようび,youbi,day of the week
166,Genki I 単語 ①,166,genki1-vocab-1_166.mp3,いつ,いつ,itsu,when
167,Genki I 単語 ①,167,genki1-vocab-1_167.mp3,1じごろ,1じごろ,ichi ji goro,about 1 o'clock
168,Genki I 単語 ①,168,genki1-vocab-1_168.mp3,ごろ,ごろ,goro,at about (time)
169,Genki I 単語 ①,169,genki1-vocab-1_169.mp3,いく,いく,iku,to go (dictionary form)
170,Genki I 単語 ①,170,genki1-vocab-1_170.mp3,かえる,かえる,kaeru,to return (dictionary form)
171,Genki I 単語 ①,171,genki1-vocab-1_171.mp3,きく,きく,kiku,"to listen, hear (dictionary form)"
172,Genki I 単語 ①,172,genki1-vocab-1_172.mp3,のむ,のむ,nomu,to drink (dictionary form)
173,Genki I 単語 ①,173,genki1-vocab-1_173.mp3,はなす,はなす,hanasu,"to speak, to talk (dictionary form)"
174,Genki I 単語 ①,174,genki1-vocab-1_174.mp3,よむ,よむ,yomu,to read (dictionary form)
175,Genki I 単語 ①,175,genki1-vocab-1_175.mp3,おきる,おきる,okiru,"to get up, to wake up (dictionary form)"
176,Genki I 単語 ①,176,genki1-vocab-1_176.mp3,たべる,たべる,taberu,to eat (dictionary form)
177,Genki I 単語 ①,177,genki1-vocab-1_177.mp3,ねる,ねる,neru,to sleep (dictionary form)
178,Genki I 単語 ①,178,genki1-vocab-1_178.mp3,みる,みる,miru,to see; to look at; to watch (dictionary form)
179,Genki I 単語 ①,179,genki1-vocab-1_179.mp3,くる,くる,kuru,to come (dictionary form)
180,Genki I 単語 ①,180,genki1-vocab-1_180.mp3,する,する,suru,to do (dictionary form)
181,Genki I 単語 ①,181,genki1-vocab-1_181.mp3,べんきょうする,べんきょうする,benkyou suru,to study (dictionary form)
182,Genki I 単語 ①,182,genki1-vocab-1_182.mp3,いい/よい,いい/よい,ii/yoi,good
183,Genki I 単語 ①,183,genki1-vocab-1_183.mp3,わるい,わるい,warui,bad
184,Genki I 単語 ①,184,genki1-vocab-1_184.mp3,はやい,はやい,hayai,"early, fast"
185,Genki I 単語 ①,185,genki1-vocab-1_185.mp3,あまり+negative,あまり+negative,amari,not much
186,Genki I 単語 ①,186,genki1-vocab-1_186.mp3,よく+affirmative,よく+affirmative,yoku,often
187,Genki I 単語 ①,187,genki1-vocab-1_187.mp3,ぜんぜん+negative,ぜんぜん+negative,zenzen,not at all
188,Genki I 単語 ①,188,genki1-vocab-1_188.mp3,たいてい,たいてい,taitei,usually
189,Genki I 単語 ①,189,genki1-vocab-1_189.mp3,ちょっと,ちょっと,chotto,a little bit
190,Genki I 単語 ①,190,genki1-vocab-1_190.mp3,ときどき,ときどき,tokidoki,sometimes
191,Genki I 単語 ①,191,genki1-vocab-1_191.mp3,いつも,いつも,itsumo,always
192,Genki I 単語 ①,192,genki1-vocab-1_192.mp3,そうですね,そうですね,soudesune,That's right.; Let me see.
193,Genki I 単語 ①,193,genki1-vocab-1_193.mp3,でも,でも,demo,but
194,Genki I 単語 ①,194,genki1-vocab-1_194.mp3,どうですか,どうですか,doudesu ka,How about...? How is...?
195,Genki I 単語 ①,195,genki1-vocab-1_195.mp3,ええ/はい,ええ/はい,ee/ hai,yes
196,Genki I 単語 ①,196,genki1-vocab-1_196.mp3,いいえ/いえ,いいえ/いえ,iie/ie,no
197,Genki I 単語 ①,197,genki1-vocab-1_197.mp3,ゲーム,ゲーム,geemu,game
198,Genki I 単語 ①,198,genki1-vocab-1_198.mp3,アルバイト,アルバイト,arubaito,part-timer/part-time worker/part-time job
199,Genki I 単語 ①,199,genki1-vocab-1_199.mp3,かいもの,かいもの,kaimono,shopping
200,Genki I 単語 ①,200,genki1-vocab-1_200.mp3,クラス,クラス,kurasu,class
201,Genki I 単語 ①,201,genki1-vocab-1_201.mp3,いぬ,いぬ,inu,dog
202,Genki I 単語 ①,202,genki1-vocab-1_202.mp3,ねこ,ねこ,neko,cat
203,Genki I 単語 ①,203,genki1-vocab-1_203.mp3,ひと,ひと,hito,person
204,Genki I 単語 ①,204,genki1-vocab-1_204.mp3,あなた,あなた,anata,you
205,Genki I 単語 ①,205,genki1-vocab-1_205.mp3,いす,いす,isu,chair
206,Genki I 単語 ①,206,genki1-vocab-1_206.mp3,しゃしん,しゃしん,shashin,picture; photograph
207,Genki I 単語 ①,207,genki1-vocab-1_207.mp3,はな,はな,hana,flower
208,Genki I 単語 ①,208,genki1-vocab-1_208.mp3,レポート,レポート,repooto,report
209,Genki I 単語 ①,209,genki1-vocab-1_209.mp3,パン,パン,pan,bread
210,Genki I 単語 ①,210,genki1-vocab-1_210.mp3,おてら,おてら,otera,temple
211,Genki I 単語 ①,211,genki1-vocab-1_211.mp3,こうえん,こうえん,kouen,park
212,Genki I 単語 ①,212,genki1-vocab-1_212.mp3,スーパー,スーパー,suupaa,supermarket
213,Genki I 単語 ①,213,genki1-vocab-1_213.mp3,バスてい,バスてい,basutei,bus stop
214,Genki I 単語 ①,214,genki1-vocab-1_214.mp3,びょういん,びょういん,byouin,"hospital, clinic"
215,Genki I 単語 ①,215,genki1-vocab-1_215.mp3,ホテル,ホテル,hoteru,hotel
216,Genki I 単語 ①,216,genki1-vocab-1_216.mp3,ほんや,ほんや,honya,bookstore
217,Genki I 単語 ①,217,genki1-vocab-1_217.mp3,まち,まち,machi,town
218,Genki I 単語 ①,218,genki1-vocab-1_218.mp3,レストラン,レストラン,resutoran,restaurant
219,Genki I 単語 ①,219,genki1-vocab-1_219.mp3,１じかん,１じかん,ichi ji kan,for 1 hour
220,Genki I 単語 ①,220,genki1-vocab-1_220.mp3,じかん,じかん,jikan,"time, hour"
221,Genki I 単語 ①,221,genki1-vocab-1_221.mp3,せんしゅう/こんしゅう/らいしゅう,せんしゅう/こんしゅう/らいしゅう,senshuu/konshuu/raishuu,last week/ this week/ next week
222,Genki I 単語 ①,222,genki1-vocab-1_222.mp3,あう,あう,au,to meet (dictionary form)
223,Genki I 単語 ①,223,genki1-vocab-1_223.mp3,ある,ある,aru,"to exist, there is(dictionary form)"
224,Genki I 単語 ①,224,genki1-vocab-1_224.mp3,かう,かう,kau,to buy(dictionary form)
225,Genki I 単語 ①,225,genki1-vocab-1_225.mp3,かく,かく,kaku,to write(dictionary form)
226,Genki I 単語 ①,226,genki1-vocab-1_226.mp3,とる,とる,toru,to take(dictionary form)
227,Genki I 単語 ①,227,genki1-vocab-1_227.mp3,まつ,まつ,matsu,to wait
228,Genki I 単語 ①,228,genki1-vocab-1_228.mp3,わかる,わかる,wakaru,to understand(dictionary form)
229,Genki I 単語 ①,229,genki1-vocab-1_229.mp3,いる,いる,iru,"There is for living things, like humans and animals.(dictionary form)"
230,Genki I 単語 ①,230,genki1-vocab-1_230.mp3,ぐらい/くらい,ぐらい/くらい,gurai/kurai,about
231,Genki I 単語 ①,231,genki1-vocab-1_231.mp3,ごめんなさい,ごめんなさい,gomen nasai,sorry
232,Genki I 単語 ①,232,genki1-vocab-1_232.mp3,それから,それから,sorekara,and then
233,Genki I 単語 ①,233,genki1-vocab-1_233.mp3,だから,だから,dakara,"so, therefore"
234,Genki I 単語 ①,234,genki1-vocab-1_234.mp3,たくさん,たくさん,takusan,"many, a lot"
235,Genki I 単語 ①,235,genki1-vocab-1_235.mp3,AとB,AとB,A to B,A and B
236,Genki I 単語 ①,236,genki1-vocab-1_236.mp3,どうして,どうして,doushite,How come?
237,Genki I 単語 ①,237,genki1-vocab-1_237.mp3,ひとりで,ひとりで,hitoride,alone
238,Genki I 単語 ①,238,genki1-vocab-1_238.mp3,もしもし,もしもし,moshimoshi,Hello? (on the phone)
239,Genki I 単語 ①,239,genki1-vocab-1_239.mp3,みぎ,みぎ,migi,right
240,Genki I 単語 ①,240,genki1-vocab-1_240.mp3,ひだり,ひだり,hidari,left
241,Genki I 単語 ①,241,genki1-vocab-1_241.mp3,まえ,まえ,mae,front
242,Genki I 単語 ①,242,genki1-vocab-1_242.mp3,うしろ,うしろ,ushiro,back
243,Genki I 単語 ①,243,genki1-vocab-1_243.mp3,なか,なか,naka,inside
244,Genki I 単語 ①,244,genki1-vocab-1_244.mp3,そと,そと,soto,outside
245,Genki I 単語 ①,245,genki1-vocab-1_245.mp3,うえ,うえ,ue,up
246,Genki I 単語 ①,246,genki1-vocab-1_246.mp3,した,した,shita,down
247,Genki I 単語 ①,247,genki1-vocab-1_247.mp3,ちかく,ちかく,chikaku,"near, nearby"
248,Genki I 単語 ①,248,genki1-vocab-1_248.mp3,となり,となり,tonari,next to
249,Genki I 単語 ①,249,genki1-vocab-1_249.mp3,あいだ,あいだ,aida,"between, among"
250,Genki I 単語 ①,250,genki1-vocab-1_250.mp3,おととい,おととい,ototoi,the day before yesterday
251,Genki I 単語 ①,251,genki1-vocab-1_251.mp3,あさって,あさって,asatte,the day after tomorrow
252,Genki I 単語 ①,252,genki1-vocab-1_252.mp3,たべもの,たべもの,tabemono,food
253,Genki I 単語 ①,253,genki1-vocab-1_253.mp3,のみもの,のみもの,nomimono,"drink, beverage"
254,Genki I 単語 ①,254,genki1-vocab-1_254.mp3,くだもの,くだもの,kudamono,fruit
255,Genki I 単語 ①,255,genki1-vocab-1_255.mp3,やすみ,やすみ,yasumi,holiday; day off; absence
256,Genki I 単語 ①,256,genki1-vocab-1_256.mp3,りょこう,りょこう,ryokou,"travel, trip (noun)"
257,Genki I 単語 ①,257,genki1-vocab-1_257.mp3,うみ,うみ,umi,sea
258,Genki I 単語 ①,258,genki1-vocab-1_258.mp3,サーフィン,サーフィン,safin,surfing
